Dist.Code,Sh_Dist_code,FID_1,State,AgroClimate,District,Year,RICE.AREA..1000.ha.,RICE.PRODUCTION..1000.tons.,RICE.YIELD..Kg.per.ha.,RICE.SHARE.IN.TOTAL..Percent.,Crops,IMD_RF,IMD_Tmax,SD_RF_jun_nov
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1990,397.9,481.4,1210,52.49,Rice,1440.47523,30.75097036,13.0910217
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1991,393.2,508.6,1293,51.85,Rice,1037.77155,31.71220605,12.79994917
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1992,398.4,514.5,1291,52.39,Rice,1135.394333,32.6580294,15.60192529
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1993,410.2,569.1,1387,51.51,Rice,1133.654012,32.10957289,13.99816871
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1994,430.1,601.7,1399,52.56,Rice,1646.387207,30.71879323,18.79558897
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1995,424,639.1,1507,51.87,Rice,1031.647283,32.36670717,13.47188234
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1996,407.1,605.1,1486,50.63,Rice,1003.521306,31.83578587,14.17617639
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1997,432.8,547.4,1265,54.54,Rice,1108.783396,32.22124386,13.45033129
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1998,411.9,354,859,56.36,Rice,991.2270915,31.92984295,10.36740526
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,1999,457.94,601.91,1314,57.77,Rice,1110.323181,31.14603297,12.08445001
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2000,435.3,224.17,515,68.62,Rice,795.8075053,32.07000955,10.16396459
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2001,436.81,605.17,1385,58.97,Rice,1352.298421,31.71148221,16.63959185
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2002,432.9,233.41,539,62.39,Rice,886.5318553,32.27362521,12.54474974
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2003,442.75,716.38,1618,57.86,Rice,1594.59373,31.69161812,15.09334008
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2004,449.64,633.54,1409,56.16,Rice,867.787852,31.91543166,12.12282205
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2005,449.64,633.54,1409,55.52,Rice,1174.175527,31.59541035,14.68615548
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2006,453.54,746.24,1645,55.93,Rice,1067.334371,31.6423041,16.95030554
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2007,465.33,730.87,1571,56.8,Rice,1179.68247,31.73691861,15.13197343
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2008,464.62,420.86,906,59.98,Rice,893.8659922,31.85411755,10.89848983
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2009,451.26,355.75,788,59.83,Rice,1032.906733,32.72905842,17.81857459
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2010,454.8,807.15,1775,56.92,Rice,1073.578847,32.27322451,13.65133349
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2011,462.12,847.98,1839,45.80333333,Rice,1165.01091,32.06080643,12.51017062
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2012,461.41,920.15,2008.666667,60.14,Rice,1214.646647,31.41993459,14.52846368
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2013,469.33,776.62,1673.666667,60.94666667,Rice,1521.959015,30.48367659,16.18372051
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2014,475.15,865.52,1820,61.78333333,Rice,1227.922923,32.71420097,18.52143653
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2015,473.54,605.59,1288.666667,63.67,Rice,929.0340271,32.63393052,13.38769615
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2016,493.84,1156.26,2383,NA,Rice,1170.0731,31.77398046,12.48191818
1,13043,84,Chhattisgarh,Eastern Plateau and Hill Region,Durg,2017,471.08,593.49,1267,NA,Rice,988.444753,32.04188538,13.02794353
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1990,579,561.9,970,64.67,Rice,1816.610532,30.84878757,16.90333997
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1991,582.3,624.3,1072,65.16,Rice,1278.106901,32.23655955,14.01873043
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1992,584.4,533.3,913,66.18,Rice,1420.489326,32.4860941,18.784336
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1993,605.3,603.7,997,66.58,Rice,1306.643557,32.10032129,13.62858944
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1994,609.9,604,990,67.24,Rice,1866.194752,31.03757482,20.05030609
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1995,619,589.1,952,68.12,Rice,1401.005611,33.16404698,16.52389616
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1996,644.1,670.5,1041,64.84,Rice,1269.373129,31.99746005,15.54571793
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1997,622.8,455,731,69.35,Rice,1097.522351,31.9472679,12.08780685
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1998,627.1,569.8,941,55.66,Rice,1220.710315,31.90524303,12.22338747
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,1999,628.47,676.2,1081.333333,70.36,Rice,1493.658019,31.34053421,15.52086214
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2000,628.03,523.9,834,70.57,Rice,1162.596219,32.60981539,13.77402048
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2001,633.99,922.15,1462,71.47666667,Rice,1613.819728,31.7945439,19.33834343
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2002,623.9,331.38,536,72.76333333,Rice,955.390365,32.28251653,12.02153435
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2003,632.58,1042.75,1666,71.51666667,Rice,1637.351504,31.97775205,15.7609905
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2004,635.47,788.65,1258.333333,71.80333333,Rice,1203.158193,32.25301388,14.84144442
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2005,635.47,788.65,1258.333333,72.61,Rice,1270.449993,32.31779104,14.41553978
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2006,546.54,836.54,1590.333333,64.59666667,Rice,1800.399889,31.58838516,25.34088601
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2007,626.07,927.73,1460.6,75.392,Rice,1551.581957,32.27510993,17.99739055
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2008,627.78,729.33,1169.2,75.736,Rice,1155.7918,32.1391067,12.1505746
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2009,626.66,682.46,1074.6,76.138,Rice,918.7404751,32.61579577,11.95633713
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2010,621.89,1184.98,1736,69.416,Rice,1577.132555,32.42019977,18.45356683
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2011,627.73,772.88,1224.285714,66.38714286,Rice,1150.574276,32.20824766,12.27452194
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2012,637.8,1341.33,2001.714286,75.35857143,Rice,1558.890089,32.06206237,14.69890957
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2013,642.79,1265.91,1875.714286,75.90714286,Rice,1557.349078,30.68000152,16.13472156
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2014,646.7,1377.04,2021.857143,76.24285714,Rice,1312.69582,33.33391751,17.29674408
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2015,644.56,664.46,970.2857143,77.14285714,Rice,1268.561547,33.22608725,16.6306516
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2016,656.28,1294.97,1862.714286,NA,Rice,1516.268625,31.68325965,14.85720913
2,13045,82,Chhattisgarh,Eastern Plateau and Hill Region,Bastar,2017,660.37,801.81,1157.428571,NA,Rice,1329.417059,31.70250172,14.91388402
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1990,847.3,1155,1363,71.88,Rice,1510.6632,30.81336021,14.68427507
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1991,854.1,1218.8,1427,72.94,Rice,958.4567555,32.58784389,13.42475112
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1992,858.6,1382.3,1610,73.09,Rice,1177.410682,32.67205397,16.96282314
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1993,876.1,1400.1,1598,72.47,Rice,1075.053096,32.27363586,11.4604387
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1994,899.7,1303.5,1449,73.35,Rice,1634.504294,31.13478533,18.32880155
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1995,908.4,1314.9,1447,73.77,Rice,943.31258,33.20582994,13.04747825
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1996,860.4,1448.8,1684,72.42,Rice,779.2610032,32.27386697,9.463802403
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1997,918.6,1016.2,1106,76.24,Rice,1053.376107,32.61292839,13.04444477
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1998,902,643,715,68.25,Rice,888.2558804,32.17012691,9.336060458
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,1999,950.21,1378.88,1475.333333,81.61,Rice,904.2614388,31.33008258,10.77164678
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2000,889.78,461.63,621.6666667,84.13333333,Rice,672.1084479,32.71719233,8.937595318
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2001,902.62,1120.82,1296.333333,79.91333333,Rice,1414.272377,32.04428514,17.90519481
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2002,897.85,659.62,793,80.88333333,Rice,864.7610516,32.49248664,11.54410895
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2003,912.53,1316.34,1483.666667,76.24,Rice,1492.97809,32.20273304,17.16510151
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2004,918.33,1147.58,1286,77.37333333,Rice,891.1247601,32.5380888,12.73993222
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2005,918.33,1147.58,1286,76.81666667,Rice,1064.650441,32.35969035,14.23176828
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2006,918.39,1324.71,1453,76.82,Rice,1188.431493,32.02241198,18.62514575
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2007,956.63,1483.28,1614,78.44,Rice,1335.186511,32.24705378,17.17853079
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2008,942.24,1252.38,1396,78.20333333,Rice,1147.380864,32.39525445,14.88520691
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2009,928.66,1307.24,1457,77.66333333,Rice,1155.037101,32.89936574,18.20574593
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2010,915.4,1521.13,1816.666667,78.77,Rice,1068.244206,32.54002508,13.14327694
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2011,958.01,1421.37,1506.2,72.062,Rice,1044.619751,32.40361659,12.38542142
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2012,993.68,1974.69,1979.6,83.468,Rice,1139.408228,32.16125584,14.4749364
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2013,1009.22,1749.21,1724,84.544,Rice,1335.452931,30.77684244,13.95366623
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2014,1034.99,2127.73,2066.2,84.562,Rice,1294.444502,33.65174961,19.97499936
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2015,986.91,1412.83,1404.2,84.938,Rice,920.0633987,33.46114572,12.52189566
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2016,1009.3,2432.48,2505.8,NA,Rice,976.8465282,32.09388097,10.48612762
3,13044,86,Chhattisgarh,Eastern Plateau and Hill Region,Raipur,2017,959.01,1520.96,1639.6,NA,Rice,884.7652272,32.37957414,9.788643442
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1990,689.5,964.2,1398,64.18,Rice,1344.855447,30.81336021,13.66968788
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1991,690.6,895.4,1297,66.05,Rice,1038.842645,32.58784389,13.13101758
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1992,691.8,724.2,1047,67.41,Rice,981.301893,32.67205397,11.21446661
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1993,698.1,943.7,1352,65.27,Rice,1164.307929,32.27363586,12.77920975
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1994,719.7,1164.4,1618,66.29,Rice,1791.902514,31.13478533,21.15255087
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1995,691.7,921,1332,67.42,Rice,1003.887233,33.20582994,11.15916552
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1996,688.3,922.9,1341,64.21,Rice,1186.500312,32.27386697,14.48870311
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1997,704.1,349.1,496,69.24,Rice,1218.785963,32.61292839,12.18970091
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1998,723.7,587.7,851.3333333,66.15333333,Rice,1235.451688,32.17012691,13.84742253
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,1999,728.26,1100.36,1439.666667,76.87333333,Rice,1170.971619,31.33008258,12.28500005
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2000,678.09,424.05,612.3333333,78.23333333,Rice,807.411996,32.71719233,9.065752642
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2001,684.94,980.63,1412.666667,76.70666667,Rice,1436.369293,32.04428514,14.91489816
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2002,678.09,593.58,869.6666667,77.12333333,Rice,968.6102164,32.49248664,10.7206083
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2003,683.49,982.67,1384.666667,75.31666667,Rice,1532.070683,32.20273304,15.80275508
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2004,684.58,849.93,1172,75.75,Rice,1143.732976,32.5380888,16.28963784
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2005,684.58,849.93,1172,75.42333333,Rice,1251.177226,32.35969035,16.33814481
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2006,685.77,1097.41,1520.333333,74.03666667,Rice,1012.840864,32.02241198,13.27094034
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2007,689.19,1129.59,1554.666667,76.01,Rice,1148.408916,32.24705378,16.20678139
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2008,722,1041.8,1354.666667,77.09,Rice,1163.596998,32.39525445,12.89508867
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2009,668.5,971.51,1383.666667,75.88,Rice,950.9160527,32.89936574,11.70930171
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2010,683.78,1298.98,1783.666667,75.94666667,Rice,1057.955765,32.54002508,12.56901772
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2011,721.33,1512.4,1957.5,68.175,Rice,1312.53098,32.40361659,13.99623782
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2012,719.47,1705.38,2214.25,73.59,Rice,1280.535921,32.16125584,14.31822027
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2013,698.3,1540.1,2012,73.5275,Rice,1213.703055,30.77684244,12.44180921
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2014,699.21,1643.72,2175.25,74.015,Rice,1195.033925,33.65174961,15.94275921
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2015,700.99,1309.74,1739,74.1125,Rice,1020.016229,33.46114572,13.22080684
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2016,696.94,1819.1,2453.25,NA,Rice,1178.265424,31.60533333,11.95776105
4,13040,83,Chhattisgarh,Eastern Plateau and Hill Region,Bilaspur,2017,697.01,1262.31,1696.25,NA,Rice,1041.10199,31.94310045,10.79623829
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1990,412.5,397.8,964,70.75,Rice,1273.94735,30.74744447,12.98929411
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1991,413.3,457.3,1106,71.06,Rice,1195.172184,32.13889408,14.0143007
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1992,413.9,436.6,1055,71.7,Rice,1091.105114,32.73070558,11.85897249
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1993,417.9,513.9,1230,71.87,Rice,1338.351276,32.23621686,13.54710245
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1994,419.9,561.6,1337,72.76,Rice,1855.256149,30.88849131,19.83671349
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1995,417.2,431.6,1035,72.51,Rice,1105.805428,32.70916557,12.03446269
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1996,420.4,541.2,1287,71.33,Rice,1296.172585,32.09500535,15.81275767
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1997,419.7,342.6,816,73.35,Rice,1323.577316,32.43258286,13.33357173
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1998,592.6,661.2,1112.5,70.465,Rice,1286.842419,32.06692505,14.60323554
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,1999,420.8,476,1115,73.365,Rice,1321.601921,31.19725641,12.62489316
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2000,421,237.75,579,74.1,Rice,830.309391,32.26701291,9.881514817
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2001,420.68,526.7,1250,73.645,Rice,1613.208954,31.70171515,17.85968018
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2002,419.69,284.59,674,73.065,Rice,1246.555191,32.5197614,11.93446144
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2003,422.96,547.37,1288.5,69.735,Rice,1667.074402,31.80237643,18.47610819
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2004,421.56,417.86,983.5,70.515,Rice,1161.985394,32.45127201,13.74876642
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2005,421.56,417.86,983.5,73.04,Rice,1240.96067,31.97712739,15.15773201
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2006,421.04,437.91,1020.5,72.965,Rice,1062.413494,31.66458543,12.6183908
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2007,423.06,532.65,1253.5,72.265,Rice,1249.744545,31.924167,13.80278742
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2008,423.29,500.83,1176.5,72.61,Rice,1396.579002,32.0689497,14.9805904
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2009,420.75,470.53,1112,73.795,Rice,1206.010399,32.99848398,15.03864503
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2010,435.05,598.26,1375.5,75.28,Rice,1177.783806,32.48071321,13.99270803
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2011,421.32,602.66,1437.5,74.94,Rice,1392.485779,32.36313248,14.82130253
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2012,422.65,641.28,1518.5,75.365,Rice,1339.621895,31.76194827,13.35283035
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2013,418.44,580.76,1406,74.91,Rice,1248.484184,30.69927597,14.71042794
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2014,408.9,657.79,1608.5,74.98,Rice,1130.205349,33.2758255,14.71859163
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2015,409.45,414.89,1001,74.965,Rice,1257.31662,33.10426426,17.51187944
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2016,424.24,763.73,1714,NA,Rice,1190.188747,31.61165269,12.94461381
5,13041,85,Chhattisgarh,Eastern Plateau and Hill Region,Raigarh,2017,411.12,623.29,1483.5,NA,Rice,1163.33062,31.88325564,12.55907106
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1990,351.2,417.7,1189,51.63,Rice,1250.318251,30.00026406,12.47118391
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1991,351.9,301,855,52.95,Rice,1357.101421,31.22913901,17.77589471
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1992,351.2,243.9,694,55.53,Rice,953.8955427,31.87313599,10.07871753
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1993,352.9,279.2,791,53.23,Rice,1196.251885,31.33664899,14.25800934
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1994,361.5,402.3,1113,53.26,Rice,1818.524456,30.56834062,19.14698576
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1995,362,318.7,880,53.08,Rice,1159.057828,32.17258215,12.87576071
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1996,370.5,391.3,1056,53.46,Rice,1184.831076,31.31645028,14.44934207
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1997,369.4,298.7,809,54.09,Rice,1328.845836,31.80945995,14.68515859
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1998,373.7,273.2,881,48.225,Rice,1307.956196,31.26801549,14.29863698
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,1999,379.81,431.72,1249.5,54.88,Rice,1341.551433,30.78713385,13.47691479
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2000,377.94,240.59,649,55.77,Rice,1073.560418,31.55861171,12.86771851
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2001,384.88,513.26,1379,56.47,Rice,1439.5415,31.28563499,14.51316139
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2002,377.85,257.13,625.5,57.275,Rice,922.3452323,31.86373928,10.43686613
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2003,383.94,503.4,1353,56.18,Rice,1360.78107,31.78399324,13.57059986
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2004,380.93,374.25,1017.5,56.785,Rice,1011.314927,31.43938473,10.54382373
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2005,380.93,374.25,1017.5,57.24,Rice,1055.00166,31.37302521,12.46479721
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2006,383.16,403.92,988,57.665,Rice,1171.987402,31.06130324,13.16991376
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2007,380.88,435.45,1008.5,57.925,Rice,1083.671235,31.44768741,11.59187816
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2008,382.59,449.93,1182,58.33,Rice,1089.841335,31.5530146,10.79820998
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2009,376,270.74,719.5,58.38,Rice,837.5824027,31.96457148,10.35987819
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2010,371.28,399.46,1102,56.4,Rice,681.9119568,31.43754117,8.059783718
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2011,377.14,530.08,1411.75,47.7875,Rice,1519.27703,31.48776939,16.41674821
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2012,373.71,610.07,1664.5,57.36,Rice,1283.432439,31.62147586,13.75761738
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2013,371.71,633.47,1693.75,56.72,Rice,976.9392997,30.35270256,10.86035415
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2014,381.43,687.04,1802,57.9225,Rice,909.0063529,32.3737438,10.50288373
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2015,369.32,440.9,1137.5,57.81,Rice,856.2895473,32.84242,10.76392777
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2016,376.38,652.24,1742.75,NA,Rice,1146.087176,31.78376055,12.95280846
6,13039,88,Chhattisgarh,Eastern Plateau and Hill Region,Surguja,2017,377.07,524.08,1364.75,NA,Rice,1027.175152,32.21622801,12.15878957
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1990,135.5,111.8,825,24.59,Rice,1427.934676,30.91360219,14.27128595
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1991,138.4,75,542,26.48,Rice,1137.490169,32.30022017,17.14034646
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1992,144.8,95.4,659,25.8,Rice,1160.737048,32.47884051,16.24079151
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1993,147.3,100.2,680,24.51,Rice,1201.798735,32.10498238,15.69893335
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1994,149,113,758,24.72,Rice,1674.966374,30.98300521,19.07292054
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1995,152.4,112.6,739,24.62,Rice,1050.135181,33.31402429,15.12116534
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1996,153.2,86.3,563,24.32,Rice,785.1266235,31.9314731,9.097669665
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1997,161.8,86.2,533,26.01,Rice,1267.1217,31.60606257,13.15199064
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1998,56.1,28.8,256.5,4.505,Rice,831.2141154,31.79385503,10.38811433
7,13033,206,MADHYA PRADESH,Central Plateau and Hill Region,Jabalpur,1999,164.7,173.4,1082,27.725,Rice,1341.82384,31.26843039,15.53369999
